File_Name,Species,MFCC_Mean,MFCC_Std,MFCC_Min,MFCC_Max
bowhead_whale_8800600P.wav,Bowhead Whale,"[-297.94921875, 177.39114379882812, -93.54412078857422, 39.09721374511719, 17.80259895324707, -13.891159057617188, 13.067051887512207, -29.595014572143555, 1.426853060722351, 8.866706848144531, -17.13739585876465, 8.646073341369629, -1.9249191284179688]","[30.020736694335938, 28.87116050720215, 22.299362182617188, 13.70875072479248, 16.669940948486328, 11.955497741699219, 9.674179077148438, 10.882017135620117, 12.931673049926758, 12.189352989196777, 10.305798530578613, 10.109195709228516, 8.443380355834961]","[-398.9929504394531, 127.8858642578125, -125.51774597167969, 4.648593425750732, -22.08060073852539, -39.582130432128906, -15.229358673095703, -51.86906433105469, -23.570388793945312, -14.018766403198242, -38.96797180175781, -18.088804244995117, -21.978811264038086]","[-240.83465576171875, 226.9033203125, -33.773521423339844, 65.82867431640625, 52.200252532958984, 10.82600212097168, 36.753334045410156, -1.5994791984558105, 36.537147521972656, 40.00377655029297, 6.880094528198242, 29.34109115600586, 14.952274322509766]"
bowhead_whale_8800600L.wav,Bowhead Whale,"[-321.65423583984375, 207.5245361328125, -74.08788299560547, 36.5721321105957, -1.4020752906799316, -27.653650283813477, 17.895082473754883, -22.496171951293945, -2.824333667755127, 4.801629543304443, -14.143695831298828, 12.533503532409668, -2.737837314605713]","[41.79075622558594, 23.840612411499023, 22.053991317749023, 10.881204605102539, 9.67868423461914, 10.399674415588379, 8.831145286560059, 9.757801055908203, 7.146650791168213, 7.271444320678711, 8.583664894104004, 10.125077247619629, 6.554599761962891]","[-423.8541564941406, 127.84843444824219, -130.2620849609375, 11.751901626586914, -27.320213317871094, -50.79072570800781, -11.018133163452148, -47.917015075683594, -21.342676162719727, -14.03335189819336, -36.97024917602539, -19.98968505859375, -23.47903823852539]","[-261.22540283203125, 243.41375732421875, -36.749000549316406, 62.876922607421875, 19.121505737304688, 0.9154993295669556, 41.09848403930664, 3.5227651596069336, 13.387008666992188, 21.36542510986328, 4.658060550689697, 36.10334014892578, 15.37653636932373]"
bowhead_whale_8800600K.wav,Bowhead Whale,"[-333.1900329589844, 206.60353088378906, -119.31462860107422, 52.6849479675293, 14.762179374694824, -18.541439056396484, 25.414623260498047, -31.401004791259766, 3.4280967712402344, 10.894006729125977, -17.878826141357422, 12.213824272155762, -7.871191024780273]","[50.620460510253906, 19.335254669189453, 26.84318733215332, 11.041352272033691, 9.194955825805664, 9.51010513305664, 8.877912521362305, 12.60704231262207, 7.680497169494629, 7.071977615356445, 8.719447135925293, 6.904809951782227, 7.397619247436523]","[-426.06683349609375, 139.76617431640625, -158.35397338867188, 25.354206085205078, -11.081538200378418, -42.2979850769043, 3.5865023136138916, -51.03969955444336, -12.570501327514648, -6.856428146362305, -34.72163009643555, -4.751638412475586, -28.965591430664062]","[-255.4362335205078, 244.0504150390625, -48.74658203125, 75.59602355957031, 36.40611267089844, 2.499826192855835, 43.272647857666016, -4.6820807456970215, 20.608272552490234, 29.147701263427734, 1.0118918418884277, 25.3441162109375, 4.760824203491211]"
bowhead_whale_88006016.wav,Bowhead Whale,"[-319.11383056640625, 189.16700744628906, -94.65702819824219, 47.91837692260742, 11.08255386352539, -22.449907302856445, 25.36334228515625, -18.950626373291016, -1.9878441095352173, 2.1985507011413574, -18.214082717895508, 10.393561363220215, -4.711402416229248]","[41.36537170410156, 37.52663040161133, 24.87903594970703, 10.21756362915039, 11.10487174987793, 8.32064437866211, 6.361257076263428, 10.645147323608398, 10.45732593536377, 10.22952651977539, 5.800163269042969, 6.429093360900879, 7.045014381408691]","[-420.457275390625, 97.00227355957031, -138.52456665039062, 26.659631729125977, -9.64950942993164, -36.720245361328125, 5.221645355224609, -45.32108688354492, -24.21989631652832, -17.41034698486328, -35.01649475097656, -1.7188944816589355, -22.054420471191406]","[-257.14794921875, 242.7195281982422, -37.09104919433594, 74.06864929199219, 31.66484832763672, -3.8045854568481445, 43.73752975463867, 5.407966613769531, 17.68008041381836, 27.432741165161133, -1.5789635181427002, 27.93204116821289, 9.802396774291992]"
bowhead_whale_8800600A.wav,Bowhead Whale,"[-303.2729797363281, 186.67221069335938, -65.42848205566406, 32.34016799926758, 8.951674461364746, -15.73307991027832, 21.26172637939453, -9.496969223022461, 7.083559036254883, 10.394281387329102, -14.139097213745117, 5.170146465301514, -2.4781911373138428]","[44.667362213134766, 28.657907485961914, 16.815744400024414, 8.767653465270996, 9.809255599975586, 9.81123161315918, 9.26779842376709, 6.543571472167969, 6.269288539886475, 4.800361156463623, 6.266129493713379, 4.929449558258057, 5.807136058807373]","[-387.3157958984375, 118.36541748046875, -101.40571594238281, 13.058334350585938, -10.398482322692871, -35.63139343261719, 7.758218288421631, -22.082868576049805, -7.930135726928711, -1.9283186197280884, -25.74388885498047, -6.623547077178955, -21.06624984741211]","[-242.99928283691406, 223.53599548339844, -26.818599700927734, 52.83003234863281, 24.866191864013672, 0.6628016233444214, 48.35341262817383, 6.6182403564453125, 22.5533390045166, 22.874614715576172, 0.7256259918212891, 21.076282501220703, 9.269941329956055]"
bowhead_whale_8800600N.wav,Bowhead Whale,"[-283.66546630859375, 165.52760314941406, -39.515892028808594, 32.2176628112793, 22.007122039794922, -13.412038803100586, 9.102813720703125, -10.764870643615723, -9.947121620178223, -7.58620023727417, -24.012893676757812, -8.85919189453125, -4.5487751960754395]","[22.300704956054688, 18.68425178527832, 22.7464656829834, 5.127683162689209, 3.749724864959717, 6.4468889236450195, 7.657922267913818, 7.66716194152832, 5.749244689941406, 4.568999290466309, 6.042016983032227, 5.218716621398926, 6.282950401306152]","[-346.3337097167969, 118.93614959716797, -90.67251586914062, 19.723915100097656, 14.139543533325195, -24.61156463623047, -3.483194589614868, -23.04621124267578, -20.31287384033203, -18.909339904785156, -35.45989227294922, -18.21209144592285, -14.557618141174316]","[-262.1166076660156, 188.736083984375, 2.695026397705078, 41.397335052490234, 28.89061737060547, -2.7106430530548096, 27.267066955566406, 4.903998374938965, 4.515400409698486, 5.245230674743652, -11.1275634765625, 3.1128387451171875, 11.628911972045898]"
bowhead_whale_88006038.wav,Bowhead Whale,"[-355.81817626953125, 192.009765625, -95.8953857421875, 43.92223358154297, 10.646489143371582, -13.601840019226074, 26.69967269897461, -23.091915130615234, 5.03024959564209, 9.10004711151123, -15.281007766723633, 14.22230052947998, -3.2705039978027344]","[39.304012298583984, 19.866134643554688, 20.871187210083008, 11.80848217010498, 9.700867652893066, 5.334076404571533, 9.497940063476562, 11.48819637298584, 7.0311994552612305, 6.906736373901367, 8.43561840057373, 5.997680187225342, 5.769527912139893]","[-407.0667419433594, 135.15773010253906, -140.84033203125, 9.106391906738281, -22.231800079345703, -38.163063049316406, -0.7971672415733337, -50.738731384277344, -15.836853981018066, -12.39487075805664, -42.6793098449707, -7.102515697479248, -19.230663299560547]","[-263.68634033203125, 242.55075073242188, -47.8558464050293, 78.97750854492188, 33.36140441894531, -1.9362585544586182, 48.4059944152832, 2.8883557319641113, 20.573476791381836, 30.9044189453125, 8.270252227783203, 28.409629821777344, 12.320228576660156]"
bowhead_whale_8800600I.wav,Bowhead Whale,"[-321.30010986328125, 190.0802764892578, -100.83757019042969, 36.2419319152832, 6.420376777648926, -18.252763748168945, 21.8294620513916, -20.217594146728516, 14.451987266540527, 15.115194320678711, -16.963340759277344, 13.350135803222656, -2.080155849456787]","[36.04434585571289, 22.76384925842285, 17.505584716796875, 19.70445442199707, 17.993135452270508, 14.413460731506348, 8.836014747619629, 8.275171279907227, 8.795492172241211, 8.685422897338867, 6.463253021240234, 6.676194190979004, 6.5951337814331055]","[-419.9404602050781, 133.70358276367188, -137.20785522460938, 0.1589682251214981, -31.948518753051758, -49.950557708740234, -2.315265655517578, -42.647396087646484, -7.517179489135742, -6.778461456298828, -34.03068542480469, -5.83147668838501, -18.697132110595703]","[-248.26907348632812, 237.65545654296875, -40.0218505859375, 72.47802734375, 39.71809387207031, 13.147638320922852, 42.6663818359375, 4.871617794036865, 39.36224365234375, 38.25475311279297, -1.7710939645767212, 29.482484817504883, 17.845447540283203]"
bowhead_whale_78018003.wav,Bowhead Whale,"[-199.19537353515625, 214.67242431640625, -67.29522705078125, 42.193363189697266, 2.0573582649230957, -7.847388744354248, 39.35757064819336, -8.61038875579834, 13.436203002929688, 15.392367362976074, -6.1582770347595215, 15.36408519744873, -9.10190486907959]","[18.715620040893555, 9.229032516479492, 15.03881549835205, 9.659760475158691, 10.928059577941895, 11.007165908813477, 7.733748435974121, 13.383694648742676, 10.675524711608887, 11.176294326782227, 10.776594161987305, 10.501814842224121, 10.375879287719727]","[-229.54454040527344, 148.97586059570312, -102.92961883544922, 22.440650939941406, -19.11309051513672, -30.682903289794922, 12.72506332397461, -41.20994186401367, -17.175731658935547, -4.843732833862305, -27.085281372070312, -13.263996124267578, -37.86536407470703]","[-137.85009765625, 236.81948852539062, -41.70751190185547, 73.21296691894531, 32.33696746826172, 25.994775772094727, 58.32417297363281, 23.699384689331055, 37.209144592285156, 48.192596435546875, 22.450407028198242, 41.37540817260742, 12.941410064697266]"
bowhead_whale_8800600C.wav,Bowhead Whale,"[-311.7112731933594, 172.7002410888672, -106.72294616699219, 53.5649299621582, 29.080272674560547, -11.31346607208252, 22.306978225708008, -21.55925178527832, 4.221164226531982, 5.481161117553711, -21.103515625, 8.336782455444336, -6.927388668060303]","[40.53572082519531, 18.943016052246094, 23.968677520751953, 8.820487022399902, 11.411385536193848, 12.165860176086426, 9.933021545410156, 12.00583553314209, 10.335041046142578, 11.522971153259277, 11.600401878356934, 8.681897163391113, 7.382157802581787]","[-399.8890380859375, 130.71734619140625, -143.78289794921875, 28.85934066772461, 3.6588354110717773, -39.782875061035156, -3.9223289489746094, -45.111297607421875, -19.041820526123047, -26.521045684814453, -48.99086380004883, -17.409603118896484, -27.646827697753906]","[-235.0540008544922, 214.62477111816406, -21.171581268310547, 75.08586883544922, 50.21073913574219, 13.86520767211914, 46.79181671142578, 12.095884323120117, 24.068702697753906, 29.14488983154297, 3.785078525543213, 30.462398529052734, 13.908546447753906]"
bowhead_whale_78018002.wav,Bowhead Whale,"[-191.7324981689453, 203.83450317382812, -52.24045944213867, 36.638484954833984, 2.0885231494903564, -7.708942890167236, 34.15067672729492, -6.18078088760376, 12.325143814086914, 13.057000160217285, -7.071151256561279, 15.079341888427734, -3.0415682792663574]","[13.216078758239746, 7.801699638366699, 15.760244369506836, 10.413617134094238, 12.509607315063477, 12.65640640258789, 11.046089172363281, 12.107604026794434, 12.434459686279297, 12.02139949798584, 11.093043327331543, 10.236112594604492, 9.433806419372559]","[-222.3739013671875, 136.72105407714844, -100.97053527832031, 8.135862350463867, -26.827783584594727, -37.46351623535156, 4.791057586669922, -38.16648483276367, -24.955772399902344, -20.215810775756836, -48.12647247314453, -20.408721923828125, -29.928035736083984]","[-140.02005004882812, 226.04019165039062, 5.003283977508545, 71.38876342773438, 43.45057678222656, 27.299999237060547, 64.96234893798828, 19.083171844482422, 39.72093200683594, 47.44818878173828, 24.186561584472656, 43.57484817504883, 31.287979125976562]"
bowhead_whale_72021005.wav,Bowhead Whale,"[-236.81431579589844, 145.0493927001953, -48.77225875854492, 45.718238830566406, 5.191427707672119, -19.05187225341797, 14.631461143493652, -18.464344024658203, 0.03494337201118469, 2.205841541290283, -18.89426612854004, 0.7294194102287292, -9.357014656066895]","[38.383949279785156, 15.440567970275879, 29.715553283691406, 15.364639282226562, 9.149297714233398, 8.991783142089844, 9.906760215759277, 8.221592903137207, 9.186955451965332, 9.351794242858887, 9.625835418701172, 10.101016998291016, 8.682169914245605]","[-338.18914794921875, 98.92037963867188, -113.54689025878906, 0.11901545524597168, -26.566062927246094, -48.196266174316406, -13.478643417358398, -47.65177917480469, -28.12841033935547, -27.400060653686523, -50.122703552246094, -28.57491111755371, -38.088279724121094]","[-142.97909545898438, 228.41561889648438, 37.29336929321289, 90.24057006835938, 33.81587219238281, 19.343542098999023, 47.512611389160156, 9.083687782287598, 27.578529357910156, 31.905406951904297, 13.162732124328613, 34.689300537109375, 23.160871505737305]"
fin_whale_60009007.wav,Fin Whale,"[-735.4193115234375, 69.7771224975586, 58.53036880493164, 54.35349655151367, 49.75243377685547, 44.5616340637207, 38.963497161865234, 33.10655212402344, 27.110767364501953, 21.244348526000977, 15.650321960449219, 10.48721694946289, 5.893745422363281]","[37.48158264160156, 18.759069442749023, 7.542068958282471, 7.695476055145264, 8.289224624633789, 8.274174690246582, 7.776767730712891, 6.85123872756958, 5.804303169250488, 4.564185619354248, 3.37719988822937, 2.387852907180786, 1.7928866147994995]","[-752.7167358398438, 56.90962219238281, 25.817092895507812, 26.06426239013672, 17.682205200195312, 15.208236694335938, 11.398193359375, 9.337932586669922, 6.859749794006348, 5.226611137390137, 3.633695125579834, 2.4727282524108887, -0.1880192756652832]","[-527.8921508789062, 127.15238952636719, 83.21621704101562, 63.26532745361328, 57.135643005371094, 51.79045867919922, 45.7320556640625, 39.4111442565918, 33.328243255615234, 27.323734283447266, 21.49268341064453, 16.42523956298828, 11.795072555541992]"
fin_whale_60009005.wav,Fin Whale,"[-687.425537109375, 74.40078735351562, 56.0672607421875, 51.39644241333008, 46.535118103027344, 41.49349594116211, 36.22129821777344, 30.822620391845703, 25.401782989501953, 20.19951629638672, 15.18985652923584, 10.61110782623291, 6.523013591766357]","[51.78154373168945, 22.676111221313477, 10.623201370239258, 10.065564155578613, 10.784012794494629, 10.488540649414062, 9.78827953338623, 8.608054161071777, 7.231444358825684, 5.592240333557129, 4.097140312194824, 2.7414917945861816, 1.8711442947387695]","[-717.4906005859375, 55.02845764160156, 21.326045989990234, 21.795101165771484, 13.672657012939453, 11.494964599609375, 8.013434410095215, 6.307057857513428, 4.491476058959961, 3.522066354751587, 2.5672249794006348, 2.0070767402648926, 0.263997346162796]","[-463.6824035644531, 131.81240844726562, 82.10289001464844, 71.92739868164062, 66.55227661132812, 60.037933349609375, 52.65230941772461, 44.69227981567383, 36.468299865722656, 28.32499122619629, 22.62697982788086, 17.16720962524414, 12.434494018554688]"
fin_whale_60009006.wav,Fin Whale,"[-698.0874633789062, 71.09015655517578, 55.23686599731445, 51.070343017578125, 46.913570404052734, 42.12848663330078, 36.97780227661133, 31.683982849121094, 26.254240036010742, 20.984317779541016, 15.947593688964844, 11.284932136535645, 7.118432998657227]","[42.870853424072266, 21.946491241455078, 8.682250022888184, 9.216741561889648, 9.667837142944336, 9.506860733032227, 8.918561935424805, 7.802160263061523, 6.5988688468933105, 5.165754795074463, 3.790801525115967, 2.6182188987731934, 1.8392900228500366]","[-721.657958984375, 54.43498992919922, 23.52685546875, 24.211734771728516, 16.25218963623047, 14.195237159729004, 10.797247886657715, 9.137748718261719, 7.333338260650635, 6.3415117263793945, 5.139260768890381, 3.7453722953796387, 2.2378299236297607]","[-506.1253967285156, 125.69937896728516, 73.16384887695312, 64.21090698242188, 59.057395935058594, 52.97047424316406, 47.23252868652344, 41.0277099609375, 34.590545654296875, 28.155147552490234, 22.40851593017578, 17.448955535888672, 12.916776657104492]"
fin_whale_78014004.wav,Fin Whale,"[-568.9951782226562, 80.67568969726562, 77.33941650390625, 72.26637268066406, 65.52080535888672, 57.455902099609375, 48.44950485229492, 38.93750762939453, 29.35113525390625, 20.107162475585938, 11.580301284790039, 4.090536117553711, -2.119101047515869]","[7.864289283752441, 3.130375862121582, 2.698603391647339, 2.4459218978881836, 2.3477015495300293, 2.1210436820983887, 1.987273097038269, 1.791377305984497, 1.623051643371582, 1.5390572547912598, 1.5592106580734253, 1.6154165267944336, 1.6641883850097656]","[-574.4793090820312, 73.36233520507812, 29.88863754272461, 28.333175659179688, 21.56704330444336, 18.874927520751953, 12.992626190185547, 9.550461769104004, 7.44023323059082, 6.395556449890137, 4.622392177581787, -0.3161717653274536, -6.537466049194336]","[-366.6368408203125, 137.78671264648438, 92.80504608154297, 77.61702728271484, 70.33658599853516, 61.91999816894531, 52.596595764160156, 43.271087646484375, 33.82200622558594, 25.078968048095703, 17.305234909057617, 10.405478477478027, 4.597841262817383]"
fin_whale_78014009.wav,Fin Whale,"[-566.852294921875, 79.93423461914062, 76.59620666503906, 71.520263671875, 64.77027893066406, 56.700653076171875, 47.69298553466797, 38.18872833251953, 28.624895095825195, 19.422664642333984, 10.958842277526855, 3.5530271530151367, -2.5542385578155518]","[7.525238037109375, 3.209355592727661, 2.495274305343628, 2.306743621826172, 2.2123606204986572, 1.9791178703308105, 1.868468999862671, 1.7417891025543213, 1.6616243124008179, 1.6474658250808716, 1.6950072050094604, 1.7460581064224243, 1.7709177732467651]","[-571.7615356445312, 73.45857238769531, 34.514678955078125, 32.27570343017578, 24.965042114257812, 21.765281677246094, 15.403261184692383, 11.57087516784668, 9.187952041625977, 7.962025165557861, 6.069480895996094, -1.1654314994812012, -7.0627827644348145]","[-371.5318298339844, 142.3618927001953, 82.22911071777344, 76.80545043945312, 69.82160949707031, 61.603607177734375, 52.4710807800293, 42.97779846191406, 33.69620132446289, 24.83538818359375, 17.096092224121094, 10.267151832580566, 4.562195777893066]"
